localizacion,titulo,descripcion_corta,precio,detalles
Nuevo Cuscatlán," RESIDENCIAL LA FLORIDA, NVO CUSCATLÁN. CASA EN VENTA, C JARDÍN.","Residencial La Florida se ubica en el excelente y creciente distrito de Nuevo Cuscatlán, el cual es reconocido por su cercanía a Surf City, Centros de negocios de prestigio, así como ...","
$735,000 ","
,
516 m,
,
4,
,
6,
,
5"
San Miguel, SAN MIGUEL. MONCAGUA. CASA EN VENTA. A 5 MIN DE HAC LOS MORALES.,"Si usted tiene a sus seres queridos en la Perla de Oriente y desea pasar sus días de retiro o descanso en compañía de quienes ama, esta casa de campo ubicada en Moncagua, San Miguel, ...","
$73,000 ","
,
75 m,
,
3,
,
3,
,
1"
Ahuachapán," APANECA, AHUACHAPAN. 2 CASAS EN VENTA, MODERNAS Y A ESTRENAR.","Si uno de sus deseos es vivir sus fines de semana, días festivos o días de retiro en una moderna, elegante cabaña en la mejor zona de la Ruta de Las Flores estas 4 casas a estrenar ...","
$242,334 ","
,
147 m,
,
2,
,
2,
,
2"
Usulután," SANTA MARÍA, USULUTAN, CASA EN VENTA, 1 PLANTA, AMPLIO JARDÍN.","Si uno de sus deseos es tener una casa en las afueras de la capital, con un amplio jardín para poder descansar los fines de semana o en sus días de recreo junto a sus seres amados, ...","
$315,000 ","
,
265 m,
,
4,
,
6,
,
2"
Chalatenango," CHALATENANGO, CASA EN VENTA. C VISTA, MODERNA Y AMPLIA","Si uno de sus sueños es vivir fuera de la ciudad, disfrutar de aire puro y del contacto con la naturaleza sin dejar de gozar de todas las comodidades que una casa amplia, moderna y con ...","
$325,000 ","
,
260 m,
,
4,
,
5,
,
5"
Nuevo Cuscatlán, VENDO MODERNA RESIDENCIA EN QUINTAS DE SANTA ELENA/ NUEVO CUSCATLÁN,VENDO MODERNA RESIDENCIA EN QUINTAS DE SANTA ELENA/ NUEVO CUSCATLÁN.................. - 3000 V2 - 700 mtrs construidos - 1 planta - 4 habitaciones c/u con baño - Estudio - Baño ...,"
$1,500,000 ","
,
700 m,
,
4,
,
6,
,
5"
Quezaltepeque, Casa en Residencial Villa Palmera Quezaltepeque en Venta,"La casa consta de
1 habitación pequeña tipo estudio en primera planta
1 habitación principal
1 baño
Sala, comedor en misma área
Cocina independiente
Garaje para 1 vehículo con ...","
$60,000 ","
,
80 m,
,
3,
,
1,
,
1"
Santa Ana, Bonita Casa Carretera a Santa Ana Excelente Ubicación,"Casa Remodelada
Son 2 Terrenos Metros Cuadrados
Consta de 5 Recámaras
3 Baños y medio
Sala
Comedor
Cocina
Barra para Desayunar
Área para Oficina
2 Áreas de Lavandería
Área ...","
$180,000 ","
,
540000 m,
,
5,
,
5,
,
3"
San Salvador, En venta !!! Casa en colonia Escalón,Sin intermediarios,"
","
,
5,
,
8,
,
6"
Apopa," VENTA- Hermosa casa en Zona de gran Plusvalía, Metropolis San Gabriel Norte, Cluster 4","SE VENDE PRECIOSA CASA EN RESIDENCIAL METROPOLIS SAN GABRIEL NORTE Cluster 4
EN VENTA CASA amplia, DE 4 HABITACIONES; CUARTO PRINCIPAL CON BAÑO AIRE ACONDICIONADO Y WALKING ...","
$170,000 ","
,
200 m,
,
4,
,
3,
,
3"
Usulután, CASA REMODELADA BERLIN USULUTAN TREMENDO DESCUENTO (DUENO PUEDE LLEVAR HIPOTECA),"CASA REMODELADA EN LA CIUDAD DE BERLIN USULUTAN, LISTA PARA MOVERSE LINDOS ACABADOS AMPLIA SALA ,COMEDOR ,COCINA GRANDES CUARTOS , TODA LA TUBERIA NUEVA INCLUYEDO AGUAS NEGRAS ,PINTURA ...","
$175,000 ","
,
220 m,
,
4,
,
2"
La Libertad, Se vende bonita casa,"Se vende una casa en un bonito lugar a: 12 minutos del puerto de la libertad 20 minutos del aeropuerto Ubicación :Cantón Melara playas mas cercanas: San Diego, Toluca y Amatal La casa ...","
$40,000 ","
,
240 m,
,
3,
,
1,
,
1"
Zaragoza, Hermosa casa en Miramar,"Hermosa casa de un nivel en Miramar
Residencial con seguridad, parques, juegos infantiles, canchas
Especificaciones:
Cochera 3 vehículos
Area de oficina, baño social
3 ...","
$265,000 ","
,
319 m,
,
3,
,
3,
,
2"
Santa Tecla," VENDO O ALQUILO, CASA GRANDE EN LA SAN FRANCISCO DE 1362V² CERCA DE CALLE LOS ABETOS","Casa grande en La Colonia San Francisco cercano a Calle Los Abetos bien ubicada, con 1,362v² de terreno y 609mts² de construcción en 2 niveles
Cuenta con:
Parqueo para 8 vehículos
5 ...","
$740,000 ","
,
609 m,
,
5,
,
8,
,
4"
Santa Tecla, VENDO SAN LUIS!! CASA DE 2 NIVELES EN PRIVADO,"Vendo casa de 2 niveles en privado con seguridad, inmediato a centros comerciales, salud, farmacias, restaurantes, etc
La casa cuenta con:
Sala
Cocina con pantrys
Comedor
Cochera hasta ...","
$250,000 ","
,
160 m,
,
6,
,
3,
,
4"
Colón, JACARANDAS 2 VENDO CASA DE 2 NIVELES REMODELADA FRENTE AL PARQUE,"Residencial Jacarandas 2, casa en privado con seguridad y acceso electrónico, inmediato a centros comerciales casa grande y remodelada
Cuenta con:
Espacio para 2 vehículos
Sala
Baño ...","
$148,000 ","
,
100 m,
,
3,
,
2,
,
3"
Santa Ana," Vendo casa grande en Bo. San Lorenzo, Santa Ana","Vendo casa grande en Bo. San Lorenzo, a 150 mts. de Iglesia San Lorenzo.
VENTAJAS
* A 5 cuadras de Catedral
* Acceso a varias rutas de buses
* En el centro de Santa Ana
* Y otras ...","
$150,000 ","
,
240 m,
,
4,
,
Más,
,
4"
San Salvador, CONDADO SANTA ELENA,"Primer nivel:
Sala iluminada
Comedor
Cocina independiente
Terraza amplia de 3 ambientes
Jardin
Baño social
Área de servicio completa
Bodega
Segundo nivel:
Habitación principal ...","
$489,000 ","
,
395 m,
,
3,
,
3,
,
4"
San Salvador, RESIDENCIAL LOS SUEÑOS,"2 salas familiares
Cocina moderna
Habitación principal con walking closet y baño
3 habitaciones junior con baño y walking closet
Estudio
Habitación de huespedes con baño
Jardín ...","
$1,150,000 ","
,
650 m,
,
6,
,
6,
,
6"
San Salvador, CONDADO SANTA ELENA,"Primer nivel
Sala, comedor y cocina en concepto abierto
Terraza amplia
Jardín
Cocina con pantry y desayunador
Estudio
Baño social
Área de servicio completa
Segundo nivel ...","
$625,000 ","
,
450 m,
,
3,
,
3,
,
3"
San Salvador, CASA DE ESQUINA en Condominio MIRAMAR con terreno extra,"CASA DE ESQUINA en Condominio MIRAMAR con terreno extra
(541v2)
Casa de 1 nivel!
Habitación principal con aire acondicionado
Walk in closet y propio baño
Dos habitaciones jr con ...","
$279,000 ","
,
378 m,
,
3,
,
2,
,
2"
San Salvador, APARTAMENTO EN SANTA ROSA,"CASA DEL ÁRBOL EN VENTA
Este apartamento completamente amueblado y equipado está listísimo para ser tu próxima inversión!
Actualmente funcionando en Airbnb, con alta tasa de ...","
$219,000 ","
,
1,
,
1,
,
1"
Nuevo Cuscatlán," Apartamento en venta en Torre Artea, Nuevo Cuscatlán. #2326","Agenda visita, oferta y venta en Propi.
Precio de venta: $300,000.00
Ubicado en Nuevo Cuscatlán, La Libertad
ID #2326
Apartamento Nuevo en Torre 1 Artea, Portales del Bosque, Nuevo ...","
$300,000 ","
,
147 m,
,
3,
,
2,
,
2"
San Miguel, Vendo Casa zona céntrica san Miguel,Más información,"
$170,000 ","
,
126 m,
,
4,
,
1,
,
4"
La Libertad, SE VENDE PRECIOSA CASA RESIDENCIAL LAS ARBOLEDAS,SE VENDE PRECIOSA CASA RESIDENCIAL LAS ARBOLEDAS 113 MTS² DE TERRENO 161 V² DE TERRENO CASA DE DOS NIVELES PRIMER NIVEL -SALA -COMEDOR -COCINA CON PANTRIS -BAÑO SOCIAL -PATIO TRASERO ...,"
$125,000 ","
,
113 m,
,
3,
,
2,
,
2"
San Salvador, Apartamento en venta - Escalón parte Alta,"Apartamento en Venta en Escalón parte alta
*Área de construcción 117.25 mts cuadrados más 27.18 mts cuadrados de dos estacionamientos techados.
*Terraza con vista hacia al volcán ...","
$265,000 ","
,
117 m,
,
3,
,
2,
,
2"
Santa Ana, VENDO CASA EN CANDELARIA DE LA FRONTERA SANTA ANA,"CASA DE DOS NIVELES.
SOBRE CARRETERA PANAMERICANA.
UBICADA EN EL CENTRO DE LA CIUDAD.
IDEAL PARA LOCAL COMERCIAL, OFICINAS O CLINICAS.
CONDICIONES ESPECIALES DE LA VENTA:
1) ES ...","
$266,200 ","
,
731 m,
,
4,
,
2,
,
3"
San Miguel, VENDO CASA EN RESIDENCIAL PALO ALTO SAN MIGUEL COMPLEJO PRIVADO. A ESTRENAR,"PRECIOS DESDE $51,970.00
2 Habitaciones Y 3 Habitaciones $59,625.00 CON COCHERA TECHADA SEGURIDAD 24/7
MODERNOS ACABADOS MURO PERIMETRAL CON CAMARAS Y SEGURIDAD
EL COMPLEJO CUENTA ...","
$51,970 ","
,
3,
,
3,
,
3"
San Salvador, ¡Casa en venta Cumbres de la Escalón!,"Medidas del terreno: 700.00 M2 equivalentes a 1,001.56 V2
Área construida: 624.42 m²
Primer nivel
Cochera techada para 6 vehículos + espacio adicional para 4 más al aire libre.
...","
$960,000 ","
,
624 m,
,
4,
,
6,
,
5"
Chalatenango, Hermosa casa en venta en Pinos La Palma Chalatenango,"Casa de campo en venta en Pinos de La Palma, Chalatenango. Ideal para quienes decidan retirarse y vivir una vida tranquila rodeada de naturaleza. La propiedad se encuentra en un terreno ...","
$168,000 ","
,
250 m,
,
6,
,
5,
,
3"
San Salvador," COSTA REAL Exclusivo apartamento de nivel alto, con 4 habitaciones y amplios espacios","Con la vista más imponente!
Área total 237.82 m2
Sala y comedor con vista!
Amplia terraza
Cocina moderna
Habitación principal con vista al mar
2 habitaciones junior con vista ...","
$669,000 ","
,
238 m,
,
4,
,
1,
,
3"
San Salvador, COSTA DEL SOL APARTAMENTO MODERNO EN VENTA!!,"Frente al mar!
Este increíble apartamento de 3 habitaciones espera por ti!
Posee una increíble piscina compartida al aire libre
Acceso a la playa
Ubicación privilegiada
2 ...","
$275,000 ","
,
150 m,
,
3,
,
2,
,
3"
Cabañas, propiedad en venta en ilobasco cabañas,"La vivienda se encuentra en Ilobasco, Cabañas, son dos lotes, una casa grande, a un solo precio. Cuenta con 15 mts de ancho aprox por 25 mts de largo aprox. 6 habitaciones. 2 salas ...","
$185,000 ","
,
240 m,
,
6,
,
2,
,
2"
Sonsonate, Ganga venta de casa en zona céntrica de sonsonate,"Se vende casa amplia en zona céntrica de sonsonate
Esta ubicada justo detrás de acrópolis sonsonate(Entrada Col Santa Eduviges)
La casa cuenta con:
Cochera
Sala
Cocina
1 baño con ...","
$55,000 ","
,
180 m,
,
1,
,
1,
,
2"
San Salvador," Vendo Hermosa residencia Venta en Colonia Escalón con Jardín enorme, potencial de construcción.","17 años de construcción
Tamaño total de propiedad :
5193 Metros
7431 varas cuadradas de terreno
Metros cuadrados de Construcción :
420 metros cuadrados
Cisterna 18 metros ...","
$1,350,000 ","
,
420 m,
,
3,
,
Más,
,
3"
San Miguel, Venta Casa Colonia La Pradera,"La casa consta de:
2 habitaciones
1 cocina
1 baño
Sala / Comedor
Cielo falso PVC
Piso porcelanato
Patio trasero semi techado
Patio delantero
Espacio para un carro
Maya ciclón ...","
$48,500 ","
,
45 m,
,
2,
,
1,
,
1"
Nejapa, VENDO EN LOS AMATES(LAS ARBOLEDAS) CASA DE 2 NIVELES A BUEN PRECIO,"Casa en venta LOS AMATES, Las Arboledas cerca de centros comerciales gasolineras etc, todo a la mano
Espacio 2 vehículos
Sala
Comedor
Cocina
Baño
Patio
Segunda planta
3 ...","
$110,000 ","
,
100 m,
,
3,
,
2,
,
2"
Ahuachapán, VENDO CASA EN AHUACHAPÁN,"CASA IDEAL PARA RESTAURANTE, BISTRÓ CAFÉ, OFICINAS, CLÍNICAS O VIVIENDA","
$150,000 ","
,
379 m,
,
4,
,
3"
Antiguo Cuscatlán, VENTA DE CASA EN NUEVO CONDADO SANTA ELENA MODERNA,"Disponible casa en venta moderna. Área de terreno:500v2.
Área de construcción: 300m2.
Sala, comedor, cocina, terraza, jardín amplio.
Estudio
Vestíbulo
2 habitaciones jr ...","
$615,000 ","
,
300 m,
,
3,
,
3,
,
2"
Sonsonate, Casa en lote de esquina en Juayua,Casa de ladrillo de 2 recámaras y 1 baño con techo nuevo cerca de parada de autobús y Superselctos. Hermoso patio abierto con papaya y techos altos. Bitcoin preferida.,"
$73,900 ","
,
85 m,
,
2,
,
1"
La Libertad, Casa de esquina campos verdes 2,"se vende casa de esquina calle principal de campos verdes 2, ideal para negocio u hogar. primer nivel : -Local principal comercial de 5mts x 4mts, cortinas de hierro y portones. - local ...","
$70,000 ","
,
81 m,
,
3,
,
1,
,
1"
Cabañas, Venta de casa,Se vende una casa km 49 carretera a Ilobasco,"
$80,000 ","
,
2,
,
1,
,
1"
San Miguel, GANGA CASITA EN EL DELIRIO EN LOTE DE 10x20 MTRS A ORILLA DE CALLE,"CASITA CON BLOQUE DE 15CM ANCHO BIEN CONSTRUIDA, TEL W/A: SR BERRIOS ,CON LAMINA ZIN CALUM DE LA GRUEZA, DE 1 SOLO CUARTO GRANDE PERO SE LE PUEDE AGREGAR MAS CUARTOS, CON ESPACIO ...","
$11,000 ","
,
40 m,
,
1,
,
1,
,
1"
Antiguo Cuscatlán, Casa en venta en Residencial Arcos de Santa Elena,"Casa recientemente renovada, pintura general interior y exterior; pantry de cocina, ventanas y puertas de baños nuevos. Aquí mas detalles:
 
* Terreno: 240 m2 // Construccion: 446.4 ...","
$450,000 ","
,
312 m,
,
4,
,
3,
,
4"
Santa Tecla, VENTA CASA LA MONTAÑA 2. SANTA TECLA.,"ENCANTADORA CASA EN RESIDENCIAL LA MONTAÑA 2.
PRIMER NIVEL:
* Cochera techada para 4 vehículos y capacidad total para ocho.
* Sala.
* Comedor.
* Amplia Cocina.
* Baño Social.
* ...","
$850,000 ","
,
660 m,
,
5,
,
8,
,
7"
San Salvador," Venta de Apartamento Condominio Campo Alto, Col. La Campiña , S.S.","Venta de Apartamento Condominio Campo Alto, Col. La Campiña, S.S.
Residencial Privada con vigilancia 24/7
Zona Residencial, accecible a Supermercados, farmacias, Centros comerciales , ...","
$100,000 ","
,
68 m,
,
2,
,
1,
,
1"
San Salvador, CASA EN VENTA SOBRE LA JUAN PABLO 2DO,"CASA EN VENTA EN RESIDENCIAL LAS BRUMAS DE LA ESCALON
INFORMACION:
* Área de 251.11 V²
primer nivel:
* Cochera para 2 vehículos
* Jardín frontal
* Terraza
* Cisterna
* Estudio
* ...","
$275,000 ","
,
176 m,
,
4,
,
2,
,
4"
San Salvador, Venta de casa en Lomas de San Francisco,"Casa en Lomas de San Francisco
Pasaje privado
5700 varas terreno y 850 metros de construcción
Detalles de la propiedad:
Casa de un nivel
Gradas al entrar
Cochera para 15 ...","
$1,500,000 ","
,
850 m,
,
6,
,
Más,
,
10"
San Salvador, Venta de casa comercial en Colonia Escalón. Casa de esquina en la 75 avenida norte colonia escalon,"Venta de casa comercial en Colonia Escalón.
Casa de esquina en la 75 avenida norte colonia escalon.
40 metros de frente sobre ambos frentes.
Área de terreno: 2,000v2
Precio de ...","
$940,000 ","
,
1000 m,
,
5,
,
5,
,
3"
San Salvador," Venta de casa en colonia San Benito, ideal para oficinas, clínicas, restaurantes, o proyecto.","Venta de casa en colonia San Benito, ideal para oficinas, clínicas, restaurantes, o proyecto.
Desarrollada en dos niveles.
Área de terreno: 1356.17 V2
Área de construcción: 947.83 ...","
$997,000 ","
,
947 m,
,
4,
,
8,
,
4"
San Salvador, Apartamento Amueblado en venta en Escalón Parte Alta,"-135,9 mts Total, desglosado: 103.15 mts de apartamento, 25.75 mts de 2 estacionamientos techados y 7.03 mts de bodega.
-Apartamento en nivel alto, con terraza y hermosa vista a la ...","
$282,000 ","
,
103 m,
,
3,
,
2,
,
2"
San Salvador, Vendo Apartamento en parte alta de la Escalón por Escuela Panamericana Condominio SKALA LOFT,"Vendo Apartamento en parte alta de la Escalón por Escuela Panamericana
Condominio SKALA LOFT
Arquitectura y diseño de Eva Hinds
Todos con vista a la ciudad
140 metros cuadrados ...","
$310,000 ","
,
140 m,
,
3,
,
2,
,
3"
Nuevo Cuscatlán," Venta de apartamento a estrenar en Torre Artea, Nuevo Cuscatlán.","Apartamento en venta a estrenar en Artea 1 Nuevo Cuscatlán.
Área de espacio privativo: 122m2
Sala, comedor, cocina.
2 habitaciones Jr con baño compartido
1 habitación ...","
$290,000 ","
,
295 m,
,
2,
,
2,
,
3"
Santa Ana," Vendo casa en Urb. Santa Ana Norte, Santa Ana, El Salvador","Vendo casa en Urb. Santa Ana Norte, Santa Ana
Bonita casa de 1 planta, 2 habitaciones, 1 baño, sala-comedor, patio interior y jardín al frente, se puede construir cochera para ...","
$48,000 ","
,
75 m,
,
2,
,
1"
San Salvador," Venta de Apartamento amueblado en piso alto con vista, Ant. Cuscatlán.","Venta de Apartamento full amueblado en piso alto, con vista al Volcán. Puerta del Alma II, Antiguo Cuscatlán. (Dos habitaciones) Listo para inversión. 103 mt² + 2 Parqueos + Bodega ...","
$385,000 ","
,
103 m,
,
2,
,
2,
,
2"
Zaragoza, Venta de casa en Residencial Miramar La Libertad,"Venta de casa en Residencial Miramar
Venta de casa de dos niveles en Residencial Miramar, San José Villanueva, La Libertad
Medidas:
- 274.57 Vrs2 de terreno
- 202.68 Mts2 de ...","
$275,000 ","
,
203 m,
,
3,
,
4,
,
3"
La Libertad, Linda Casa de Esquina en CD Versailles Villa Monaco PRIVADA RESIDENCIAL,"Excelente casa en Villa Monaco Cd Versailles cerca de la entrada principal para mayor conveniencia, salida y entrada facil a Villa Monaco.
2 cuartos, 1 Bano Sala, Cocina, Comedor, Area ...","
$55,000 ","
,
80 m,
,
2,
,
1,
,
1"
San Salvador, CASA EN VENTA ESCALON PARA CLINICAS MEDICAS,"Oportunidad para médicos o inversionistas
Cerca del Centro Español
Zona de clínicas médicas
540 varas cuadradas
11 espacios de clínicas
Cada clínica con su contador ...","
$425,000 ","
,
378 m,
,
10,
,
10,
,
8"
San Salvador, Hermosa casa en Colonia Escalón parte alta,"Muy linda
Con buen mantenimiento
Ventilada e iluminada
Muchos detalles
Espacios amplios
Jardín a la entrada
Vestíbulo
Sala recibidora
Baño social
Estudio o Gym
Sala principal ...","
$600,000 ","
,
467 m,
,
3,
,
3,
,
3"
San Salvador, CASA O APARTAMENTO,"CASA GRANDE DE DOS PLANTAS
OFERTA!!! $250,000 mil 000.00 No negociable directamente con los dueños. (6 habitaciones )
Primera planta
cochera para un vehículo, 2 habitaciones grande, ...","
$250,000 ","
,
622 m,
,
6,
,
3,
,
3"
San Juan Opico, Casa en venta QUINTAS DE LAS MERCEDES,"CASA EN VENTA
Residencial Quinta de Las Mercedes
(San Juan Opico, La Libertad)
357 v2 – 250 mts2 de terreno
225.88 mts2 de construcción (57.58% del terreno se encuentra ...","
$165,000 ","
,
226 m,
,
4,
,
2,
,
3"
San Miguel," S/V casa en Residencial privada Megapoli, en San Miguel","Se vende casa en Residencial privada Megapoli, en San Miguel
Residencial privada con vigilancia las 24 horas
posee excelente vista al volcán de San Miguel
posee:
2 habitaciones ...","
$79,000 ","
,
120 m,
,
2,
,
2,
,
1"
Santa Ana," VENDO CASA DE 2 NIVELES EN COL IVU, AV INDEPENDENCIA SANTA ANA","VENDO CASA DE 2 NIVELES EN COL IVU, SOBRE AV INDEPENDENCIA EN SANTA ANA
4 habitaciones con closet (2 en cada nivel), 2 baños completos (1 en cada nivel) Garage para un vehículo, con ...","
$130,000 ","
,
154 m,
,
4,
,
1,
,
2"
Santa Ana, VENDO PRECIOSA RESIDENCIA DE UN NIVEL CON JARDÍN AMPLIO EN ZONA PRIVADA DE CIUDAD REAL,"VENDO PRECIOSA RESIDENCIA DE UN NIVEL CON JARDÍN AMPLIO, EN ZONA PRIVADA DE CIUDAD REAL, DE SANTA ANA.
Tiene 2 habitaciones amplias con baño y puerta de vidrio, 1 habitación tiene ...","
$140,000 ","
,
165 m,
,
3,
,
2,
,
2"
Santa Tecla," Casa en Venta! Alturas de Tenerife, amplia y moderna!","Se vende casa!
Área de Terreno:1300 v2
Área de Construcción: 450m2
Casa Consta de: 
PRIMER NIVEL:
Cochera para 6 vehículos internos.
-Vestíbulo
-Sala ...","
$835,000 ","
,
450 m,
,
4,
,
6,
,
6"
Santa Ana, VENTA CASA CON LOTE COLONIA MENDES SANTA ANA,"CODIGO 367C – Casa Lote ubicado en Cantón Comecayo Colonia Méndez. Lote de 8 metros ancho por 23 metros fondo, total 185.8 metros. Tiene casita pequeña a reparar con 2 ...","
$20,000 ","
,
185 m,
,
2,
,
2,
,
1"
San Salvador," San Benito, casa para oficinas en venta.","Área del terreno 510 varas cuadradas.
Área de construcción 330 metros cuadrados.
-Estacionamiento para 4 vehículos.
-Vestíbulo.
-Sala.
-Cocina.
-Oficinas independientes.
-Áreas ...","
$450,000 ","
,
330 m,
,
4,
,
4,
,
3"
San Salvador, SE VENDE 2 CASAS CONTIGUAS EN COLONIA ESCALON,"Area del terrero 1674 varas, 25 metros de frente y 49 metros de fondo, compuesta por 2 inmuebles contiguos. CASA 1 5 habitaciones Sala, Comedor y cocina 2 amplias salas 1 estudio ...","
$1,400,000 ","
,
800 m,
,
10,
,
10,
,
7"
Sonsonate," Hermosa Cabaña en San José La Majada Juayua, Ruta de Las Flores"," ñ é .
"" ""
Clima Agradable
1,100MSNM
Medidas: 10x25
Características:
Construcción Mixta de Planta y Media
3 habitaciones
1 baño
Cocina amplia con desayunador ...","
$97,000 ","
,
250 m,
,
2,
,
2,
,
1"
San Salvador, Hermosa casa en alquiler/venta - Zona de Los Planes de Renderos Km 11,"Se vende hermosa casa nueva, son 150 metros cuadrados de construcción en un terreno de 368.12 metros cuadrados equivalentes a 526.71 varas.
La casa ha sido construida con excelentes ...","
$215,000 ","
,
150 m,
,
3,
,
2,
,
2"
Chalatenango," Se vende casa grande de 25 habitaciones, en Chalatenango","Por motivos de viaje, le ofrecemos en venta hermosa oportunidad de inversión, a 2 minutos del parque central de Chalatenango
A un par de cuadras del Restaurante El Tucán. Colonia ...","
$350,000 ","
,
550 m,
,
10,
,
6,
,
20"
